LSE/DALR,"DALRADIAN CMN share price (DALR), Currency GBX"
LSE/DAR,"ESCAPE HUNT share price (ESC), Currency GBX"
LSE/CSSG,"CROMA SECURITY share price (CSSG), Currency GBX"
LSE/FARN,"FARON PHARMA share price (FARN), Currency GBX"
LSE/KBT,"K3 BUS.TECH. share price (KBT), Currency GBX"
LSE/HHVT,"HARGREAVE 2 share price (HHVT), Currency GBX"
LSE/GAMA,"GAMMA COMS share price (GAMA), Currency GBX"
LSE/JSG,"JOHNSON SERV. share price (JSG), Currency GBX"
LSE/LEK,"LEKOIL share price (LEK), Currency GBX"
LSE/JPEL,"JPEL PRIV EQTY share price (JPEL), Currency USD"
LSE/MAGP,"MAGNOLIA PET share price (MAGP), Currency GBX"
LSE/MLIN,"MOLINS share price (MLIN), Currency GBX"
LSE/MIDW,"MIDWICH GRP share price (MIDW), Currency GBX"
LSE/QQ,"QINETIQ share price (QQ.), Currency GBX"
LSE/MUT,"MURRAY INC.TST. share price (MUT), Currency GBX"
LSE/NAK,"NAKAMA GROUP share price (NAK), Currency GBX"
LSE/NKTN,"NEKTAN share price (NKTN), Currency GBX"
LSE/NXR,"NORCROS share price (NXR), Currency GBX"
LSE/BWYA,Bellway Plc 9.5% Cum Red Prf 2014
LSE/365,"365 AGILE share price (365), Currency GBX"
LSE/XBAN,"DBX BANGLADESH ETF price (XBAN), Currency USD"
LSE/EFIS,"GS EFI WRLD ETF ETF price (EFIS), Currency GBX"
LSE/T19,"4 1/2% 19 share price (T19), Currency GBP"
LSE/SGGD,"SURGUTNEFT.ADR share price (SGGD), Currency USD"
LSE/AIGG,"ETFS GRAINS ETP price (AIGG), Currency USD"
LSE/VND,"VENTUS VCT 2 D share price (VND), Currency GBX"
LSE/GRA,"GRAFENIA share price (GRA), Currency GBX"
LSE/HDT,"HOLDERS TECH. share price (HDT), Currency GBX"
LSE/FTSV,"FORESIGHT SOLAR share price (FTSV), Currency GBX"
LSE/CCL,"CARNIVAL share price (CCL), Currency GBX"
LSE/BPM,"B.P MARSH share price (BPM), Currency GBX"
LSE/HVN,"HARVEY NASH GRP share price (HVN), Currency GBX"
LSE/RMDL,"RM SECURED share price (RMDL), Currency GBX"
LSE/GATC,"GATTACA share price (GATC), Currency GBX"
LSE/BHMU,"BH MACRO USD share price (BHMU), Currency USD"
LSE/DFIJ,"DAIRY FARM (JY) share price (DFIJ), Currency USD"
LSE/XGLD,"DBETC PHYS GOLD ETP price (XGLD), Currency USD"
LSE/TR25,"5% 25 share price (TR25), Currency GBP"
LSE/SXX,"SIRIUS MINERALS share price (SXX), Currency GBX"
LSE/PTY,"PARITY share price (PTY), Currency GBX"
LSE/PMG,"PARKMEAD share price (PMG), Currency GBX"
LSE/CP9G,"AMUNDI CP9G ETF price (CP9G), Currency GBX"
LSE/IDFE,"ISHR FE X-JPN S ETF price (IDFE), Currency USD"
LSE/CAGP,"CHELT&GL.11T%BD share price (CAGP), Currency GBP"
LSE/XMUD,"DBX MSCI USA $ ETF price (XMUD), Currency USD"
LSE/XD9U,"DBX USA USD-1C ETF price (XD9U), Currency USD"
LSE/SINR,"ETF S INR L USD ETP price (SINR), Currency USD"
LSE/T42A,"TR 0 5/8% IL 42 share price (T42A), Currency GBP"
LSE/SEMB,"ISHR JPM $ EMB ETF price (SEMB), Currency GBX"
LSE/CCMG,"RQFII MM ETF ETF price (CCMG), Currency GBP"
LSE/MXEU,"SRCE MSCI EUR ETF price (MXEU), Currency GBX"
LSE/TME,"TRADER MED S share price (TME), Currency USD"
LSE/XLIP,"SRCE US INDUSTR ETF price (XLIP), Currency GBX"
LSE/CXAP,"UBSETF CCXAAGBP ETF price (CXAP), Currency GBX"
LSE/ALLG,"ALL LEISURE share price (ALLG), Currency GBX"
LSE/TR16,"2 1/2% IL 16 share price (TR16), Currency GBP"
LSE/INFF,"INFORMA FP share price (INFF), Currency GBX"
LSE/D1SA,DOWNING PLANNED EXIT VCT 2011 PLC STRUCT. A (D1SA)
LSE/AND,Andor Technology Plc (AND)
LSE/WTL,Waterlogic Plc (WTL)
LSE/SL_,Standard Life Plc (SL_)
LSE/INTE,Integra Group Gdr (each Gdr Repr 2 A Com Shr) (regs) (INTE)
LSE/SKSF,"SHANKS GRP.FP share price (SKSF), Currency GBX"
LSE/98GF,"BANKERS IT.10H% share price (98GF), Currency GBP"
LSE/BBTU,Bluecrest Bluetrend Limited Red (BBTU)
LSE/CVB,"COVENTRY.6.092% share price (CVB), Currency GBP"
LSE/GROW,"DRAPER ESP share price (GROW), Currency GBX"
LSE/HEFT,"HEND.EUR.FOCUS share price (HEFT), Currency GBX"
LSE/MCGN,"MICROGEN share price (MCGN), Currency GBX"
LSE/ROL,"ROTALA share price (ROL), Currency GBX"
LSE/JLH,"JOHN LEW.HUNGFD share price (JLH), Currency GBX"
LSE/MPE,"M.P. EVANS share price (MPE), Currency GBX"
LSE/MSLH,"MARSHALLS share price (MSLH), Currency GBX"
LSE/STAR,"STARCOM share price (STAR), Currency GBX"
LSE/XMLA,"DBX EM LATAM ETF price (XMLA), Currency GBX"
LSE/WKOF,"WEISS KOREA OPP share price (WKOF), Currency GBX"
LSE/XMEH,"DBX EM HEALTHCR ETF price (XMEH), Currency USD"
LSE/XSSX,"DBX ESTX 50 SRT ETF price (XSSX), Currency GBX"
LSE/67HB,"HOUSING SEC 19 share price (67HB), Currency GBP"
LSE/BULL,"ETFS GOLD ETP price (BULL), Currency USD"
LSE/FEDG,"FEDFUND USD ETF ETF price (FEDG), Currency GBX"
LSE/IHCU,"IS SP HEALTH ETF price (IHCU), Currency GBX"
LSE/IDPE,"ISHR L P EQ ETF price (IDPE), Currency USD"
LSE/CSUK,"ISHR MSCI UK ETF price (CSUK), Currency GBX"
LSE/L100,"LYXOR F 100 ETF price (L100), Currency GBX"
LSE/MMK,"PJSC MAGNI.S share price (MMK), Currency USD"
LSE/RUSP,"RAVEN RUSSIA P share price (RUSP), Currency GBX"
LSE/CMEU,"UBS ETC COMP € ETP price (CMEU), Currency EUR"
LSE/TCS,"TCS GROUP S share price (TCS), Currency USD"
LSE/CPG,"COMPASS GROUP share price (CPG), Currency GBX"
LSE/CDY,Casdon Plc (CDY)
LSE/EMT,Emmit Plc (EMT)
LSE/BC81,Bld Property Hldgs Ld 6.125% 1st Mtg Deb Stk 2014 (BC81)
LSE/DPV9,Downing Planned Exit Vct 9 Plc (DPV9)
LSE/VGM,Vatukoula Gold Mines Plc (VGM)
LSE/XMEY,"DBX EM ENERGY ETF price (XMEY), Currency USD"
LSE/LEAL,"LEAD ALL share price (LEAL), Currency GBX"
LSE/Z74,Singapore Telecommunications Ltd Singtel (Z74)
LSE/TECZ,O2 Czech Republic A.s. Gdr (repr 1 Br Share Czk100)(144a/reg S) (TECZ)
LSE/TGL,TOUCHSTONE share price (TGL) (TGL)
LSE/EDGC,"EDGE PERF.C share price (EDGC), Currency GBX"
LSE/PROJ,"PROJECT FINANCE share price (PROJ), Currency GBX"
LSE/BOX,"BOXHILL TECH share price (BOX), Currency GBX"
LSE/TYM,"TERTIARY MINS. share price (TYM), Currency GBX"
LSE/WOR,"WORLD CAREERS share price (WOR), Currency GBX"
LSE/OMG,"OXFORD METRICS share price (OMG), Currency GBX"
LSE/HYNS,"HAYNES PUBLSHG. share price (HYNS), Currency GBX"
LSE/BTEM,"BR.EMPIRE TRUST share price (BTEM), Currency GBX"
LSE/HR2O,"HAZEL RENEW 2 share price (HR2O), Currency GBX"
LSE/TPK,"TRAVIS PERKINS share price (TPK), Currency GBX"
LSE/EOG,"EUROPA OIL&GAS share price (EOG), Currency GBX"
LSE/SDI,"SCIENTIFIC D. share price (SDI), Currency GBX"
LSE/EPG,"EP GLOBAL share price (EPG), Currency GBX"
LSE/CLCC,"CALCULUS VCT.C share price (CLCC), Currency GBX"
LSE/FTSC,"FORESIGHT SLR C share price (FTSC), Currency GBX"
LSE/BSE,"BASE RES share price (BSE), Currency GBX"
LSE/CMH,"CHAMBERLIN share price (CMH), Currency GBX"
LSE/AQSG,"AQUILA SRVS GRP share price (AQSG), Currency GBX"
LSE/MCLS,"MCCOLL'S share price (MCLS), Currency GBX"
LSE/CPP,"CPPGROUP share price (CPP), Currency GBX"
LSE/BMED,"BANQ.MAR.GDR(S) share price (BMED), Currency USD"
LSE/PEN,"PENNANT INT. share price (PEN), Currency GBX"
LSE/UEN,"URALS EN. share price (UEN), Currency GBX"
LSE/MTO,"MITIE GRP. share price (MTO), Currency GBX"
LSE/NCC,"NCC GRP share price (NCC), Currency GBX"
LSE/PHD,"PROACTIS share price (PHD), Currency GBX"
LSE/PDG,"PENDRAGON share price (PDG), Currency GBX"
LSE/VIS,"VITESSE MEDIA share price (VIS), Currency GBX"
LSE/EWGL,"EUROPEAN W.CULS share price (EWGL), Currency GBP"
LSE/RDL,"RANGER DLF share price (RDL), Currency GBX"
LSE/HKLD,"H.K.LAND share price (HKLD), Currency USD"
LSE/SDR,"SCHRODERS share price (SDR), Currency GBX"
LSE/ALAG,"AMUNDI ALAG ETF price (ALAG), Currency GBX"
LSE/ERND,"ISHS $ USHT BND ETF price (ERND), Currency USD"
LSE/USVL,"SPDR USA VAL ETF price (USVL), Currency USD"
LSE/IDP6,"ISHR SC 600 ETF price (IDP6), Currency USD"
LSE/ULVR,"UNILEVER share price (ULVR), Currency GBX"
LSE/MILW,"MYANMAR W share price (MILW), Currency USD"
LSE/WEIR,"WEIR GRP. share price (WEIR), Currency GBX"
LSE/ADL,"ANDALAS ENERGY share price (ADL), Currency GBX"
LSE/DRG,"DRAGANFLY share price (DRG), Currency GBX"
LSE/GPM,"GOLDEN PROS share price (GPM), Currency GBX"
LSE/AUEG,"AMUNDI AUEG ETF price (AUEG), Currency GBX"
LSE/EMUU,"EMU USD HEDGED ETF price (EMUU), Currency USD"
LSE/T46,"4 1/4% 46 share price (T46), Currency GBP"
LSE/CCPC,"CELTIC CNV PFD share price (CCPC), Currency GBX"
LSE/XLPE,"DBX LPX MM PE ETF price (XLPE), Currency GBX"
LSE/IGSU,"ISHR G SUSTAIN ETF price (IGSU), Currency USD"
LSE/SEED,"IPATH S&P GRAIN share price (SEED), Currency GBX"
LSE/IWQU,"ISH W FACTOR QU ETF price (IWQU), Currency USD"
LSE/SMSD,"SAMSUNG EL.GDS share price (SMSD), Currency USD"
LSE/ALYU,"UBS ETC ALU U ETP price (ALYU), Currency USD"
LSE/LTML,"LYXOR LATAM ETF price (LTML), Currency GBX"
LSE/WNRG,"SPDR $WRLD ENRG ETF price (WNRG), Currency USD"
LSE/WHTU,"UBS ETC WHEAT $ ETP price (WHTU), Currency USD"
LSE/VO32,"VODAFONE 5.90% share price (VO32), Currency GBP"
LSE/BKSA,BLACK SEA share price (BKSA) (BKSA)
LSE/HOIL,Heritage Oil Plc (HOIL)
LSE/IEVH,"INGENIOUS 2 H share price (IEVH), Currency GBX"
LSE/SPGH,"SUPERGLASS share price (SPGH), Currency GBX"
LSE/LB2D,Lbg Capital No.2 Plc 9.00% Enhanced Cap Nts 15/12/19 (br) (LB2D)
LSE/AMEC,Amec Plc (AMEC)
LSE/JPZZ,J.P. MORGAN PRIVATE EQUITY LD 2015 ZDP NPV (JPZZ)
LSE/EDGG,"EDGE PERF.G share price (EDGG), Currency GBX"
LSE/HOME,"HOME RETAIL share price (HOME), Currency GBX"
LSE/XESG,"DBX MSCI EM SRT ETF price (XESG), Currency GBX"
LSE/LDP,"LEED RESOURCES share price (LDP), Currency GBX"
LSE/XBUT,"DBX GBP GILTS ETF price (XBUT), Currency GBX"
LSE/09IG,"SHAFTSBURY 8HDB share price (09IG), Currency GBP"
LSE/CIFU,"CARADOR INC USD share price (CIFU), Currency USD"
LSE/ZOX,"ZINCOX RES. share price (ZOX), Currency GBX"
LSE/DP3A,"DOWNING THRE A share price (DP3A), Currency GBX"
LSE/TR27,"4 1/4% 27 share price (TR27), Currency GBP"
LSE/CBUY,"CLOUDBUY share price (CBUY), Currency GBX"
LSE/CVR,"CONVIVIALITY share price (CVR), Currency GBX"
LSE/FENR,"FENNER share price (FENR), Currency GBX"
LSE/FEET,"FUNDSMITH EMERG share price (FEET), Currency GBX"
LSE/GFIN,"GFINITY share price (GFIN), Currency GBX"
LSE/EPWN,"EPWIN GRP share price (EPWN), Currency GBX"
LSE/GEM,"GEMFIELDS share price (GEM), Currency GBX"
LSE/CHOO,"JIMMY CHOO share price (CHOO), Currency GBX"
LSE/MIGO,"MITON GLOBAL share price (MIGO), Currency GBX"
LSE/MONI,"MONITISE share price (MONI), Currency GBX"
LSE/OEX,"OILEX share price (OEX), Currency GBX"
LSE/PLI,"PERPTL.I&G.INV. share price (PLI), Currency GBX"
LSE/RKH,"ROCKHOPPER share price (RKH), Currency GBX"
LSE/SHB,"SHAFTESBURY share price (SHB), Currency GBX"
LSE/PPS,"PROTON POWER share price (PPS), Currency GBX"
LSE/SSY,"SCISYS share price (SSY), Currency GBX"
LSE/SCT,"SOFTCAT share price (SCT), Currency GBX"
LSE/VLTY,"VELTYCO GRP share price (VLTY), Currency GBX"
LSE/WPC,"WITAN PAC share price (WPC), Currency GBX"
LSE/UVEL,"UNIVISION share price (UVEL), Currency GBX"
LSE/VER,"VERNALIS share price (VER), Currency GBX"
LSE/ALF,"ALTERNATIVE LIQ share price (ALF), Currency USD"
LSE/BHME,"BH MACRO EUR share price (BHME), Currency EUR"
LSE/XTR,"XTRACT share price (XTR), Currency GBX"
LSE/OVG,"OVOCA GOLD share price (OVG), Currency GBX"
LSE/HDY,"HARDY OIL share price (HDY), Currency GBX"
LSE/SUD5,"5XLONG E SHORT$ ETP price (SUD5), Currency USD"
LSE/CE9U,"AMUNDI EEXR USD ETF price (CE9U), Currency USD"
LSE/TORO,"TORO LTD share price (TORO), Currency EUR"
LSE/CT5,"AMUNDI EU TELEC ETF price (CT5), Currency GBX"
LSE/BPKD,"BANK PEKAO REGS share price (BPKD), Currency USD"
LSE/3GIS,"BOOSTGILTS3XS ETP price (3GIS), Currency GBX"
LSE/85OX,"BR.TEL.3.50%N25 share price (85OX), Currency GBP"
LSE/XX25,"DB FTSE CHINA ETF price (XX25), Currency GBX"
LSE/SCYP,"ETF S CNY L £ ETP price (SCYP), Currency GBX"
LSE/FAGR,"ETFS FAGR ETP price (FAGR), Currency USD"
LSE/HALC,"HALIFAX 8T%BDS share price (HALC), Currency GBP"
LSE/ICDU,"IS SP CD SECTOR ETF price (ICDU), Currency GBX"
LSE/IASP,"ISHR ASIA PROP ETF price (IASP), Currency GBX"
LSE/HMLA,"HSBC MSCI EM LN ETF price (HMLA), Currency GBX"
LSE/BACS,"ISH USEQBUYBACK ETF price (BACS), Currency GBX"
LSE/CE71,"ISHR E GOV 3-7A ETF price (CE71), Currency GBX"
LSE/WOOD,"ISHR G TIM&FOR ETF price (WOOD), Currency GBX"
LSE/IEAC,"ISHRC EURO CORP ETF price (IEAC), Currency EUR"
LSE/JPNU,"LYXOR JAPAN T $ ETF price (JPNU), Currency USD"
LSE/89LX,"NAT.WEST.6.5%21 share price (89LX), Currency GBP"
LSE/67GX,"NORTHGATE 5%PF share price (67GX), Currency GBX"
LSE/RCHA,"ROTHSCHILDS 9% share price (RCHA), Currency GBP"
LSE/SANB,"SANT UK.8FEPF share price (SANB), Currency GBX"
LSE/HTOP,"RETAIL CB25 share price (HTOP), Currency GBP"
LSE/UC86,"UBSETF CBUS5USD ETF price (UC86), Currency USD"
LSE/VMOM,"VANGUARDGLBLMOM ETF price (VMOM), Currency GBP"
LSE/UC89,"UBSETF EUUSAH ETF price (UC89), Currency USD"
LSE/UD05,"UBSETF UD05 ETF price (UD05), Currency GBX"
LSE/UTG1,"UNITE GRP 20 share price (UTG1), Currency GBP"
LSE/VEUR,"VANGUARDFTSEEUR ETF price (VEUR), Currency GBP"
LSE/ATY,"ATHELNEY TST. share price (ATY), Currency GBX"
LSE/FAS,"FIDELITY ASIAN share price (FAS), Currency GBX"
LSE/BMR,"BMR GROUP share price (BMR), Currency GBX"
LSE/CTR,"CHARLES TAYLOR share price (CTR), Currency GBX"
LSE/FLX,"FALANX share price (FLX), Currency GBX"
LSE/ALBA,"ALBA MIN share price (ALBA), Currency GBX"
LSE/BRY,"BRADY share price (BRY), Currency GBX"
LSE/AEWU,"AEW UK REIT share price (AEWU), Currency GBX"
LSE/ASO,"AVESORO RES. share price (ASO), Currency GBX"
LSE/CFYN,"CAFFYNS share price (CFYN), Currency GBX"
LSE/AXM,"ALEXANDER MIN share price (AXM), Currency GBX"
LSE/ANCR,"ANIMALCARE GRP share price (ANCR), Currency GBX"
LSE/AVAP,"AVATION share price (AVAP), Currency GBX"
LSE/CYN,"CITY NAT share price (CYN), Currency GBX"
LSE/CSRT,"CONSORT MED. share price (CSRT), Currency GBX"
LSE/CRWN,"CROWN PLACE share price (CRWN), Currency GBX"
LSE/HAST,"HENDERSON ALT share price (HAST), Currency GBX"
LSE/APH,"ALLIANCE PHARMA share price (APH), Currency GBX"
LSE/BPC,"BAHAMAS PETROL share price (BPC), Currency GBX"
LSE/CALL,"CLOUDCALL GRP share price (CALL), Currency GBX"
LSE/EDIN,"EDIN.INV.TST. share price (EDIN), Currency GBX"
LSE/AEN,"ANDES ENERGIA share price (AEN), Currency GBX"
LSE/AGQ,"ARIAN share price (AGQ), Currency GBX"
LSE/BEZ,"BEAZLEY share price (BEZ), Currency GBX"
LSE/BRSC,"BLACKROCK SML share price (BRSC), Currency GBX"
LSE/CCJI,"CC JAPAN share price (CCJI), Currency GBX"
LSE/CYS,"CHRYSALIS VCT share price (CYS), Currency GBX"
LSE/HNL,"HAGUE LDN share price (HNL), Currency GBX"
LSE/ATSS,"ARTEMIS ALPHA P share price (ATSS), Currency GBX"
LSE/BIST,"ABERDEEN DI&G share price (ADIG), Currency GBX"
LSE/BRBY,"BURBERRY GRP share price (BRBY), Currency GBX"
LSE/ASTO,"ASSETCO share price (ASTO), Currency GBX"
LSE/BVXP,"BIOVENTIX share price (BVXP), Currency GBX"
LSE/BNN,"BNN TECHNOLOGY share price (BNN), Currency GBX"
LSE/DFX,"DEFENX share price (DFX), Currency GBX"
LSE/AEP,"ANGLO-EASTERN share price (AEP), Currency GBX"
LSE/SPA,"1SPATIAL share price (SPA), Currency GBX"
LSE/CDI,"CANDOVER INV. share price (CDI), Currency GBX"
LSE/CLON,"CLONTARF share price (CLON), Currency GBX"
LSE/TIDE,"CRIMSON TIDE share price (TIDE), Currency GBX"
LSE/APC,"APC TECHNOLOGY share price (APC), Currency GBX"
LSE/CARD,"CARD FACTORY share price (CARD), Currency GBX"
LSE/CHAL,"CHALLENGER AQ share price (CHAL), Currency GBX"
LSE/CLCD,"CALCULUS VCT.D share price (CLCD), Currency GBX"
LSE/CAML,"CENTRAL ASIA share price (CAML), Currency GBX"
LSE/DP3J,"DOWNING THREE J share price (DP3J), Currency GBX"
LSE/C21,"21ST CENT TECH share price (C21), Currency GBX"
LSE/AUTG,"AUTINS GROUP share price (AUTG), Currency GBX"
LSE/BDEV,"BARRATT DEVEL. share price (BDEV), Currency GBX"
LSE/888,"888 HLDGS share price (888), Currency GBX"
LSE/AJG,"ATLANTIS JAPAN share price (AJG), Currency GBX"
LSE/BST,"BIG SOFA TECH share price (BST), Currency GBX"
LSE/BJU,"SYSTEM1 GROUP share price (SYS1), Currency GBX"
LSE/ACT,"ACTUAL EXPERIEN share price (ACT), Currency GBX"
LSE/AUG,"AUGEAN share price (AUG), Currency GBX"
LSE/AAAP,"ANGLO AFRICAN share price (AAAP), Currency GBX"
LSE/BVT,"BARONSMEAD VT share price (BVT), Currency GBX"
LSE/BIOM,"BIOME TECH share price (BIOM), Currency GBX"
LSE/BGS,"BAILL.G.SHIN. share price (BGS), Currency GBX"
LSE/BLV,"BELVOIR share price (BLV), Currency GBX"
LSE/BRGE,"BLACKROCK GREAT share price (BRGE), Currency GBX"
LSE/CNCT,"CONNECT GRP share price (CNCT), Currency GBX"
LSE/FOG,"FALCON OIL share price (FOG), Currency GBX"
LSE/BWY,"BELLWAY share price (BWY), Currency GBX"
LSE/CZA,"COAL OF AFRICA share price (CZA), Currency GBX"
LSE/DTG,"DART GROUP share price (DTG), Currency GBX"
LSE/FDEV,"FRONTIER DEV share price (FDEV), Currency GBX"
LSE/GTC,"GETECH GRP share price (GTC), Currency GBX"
LSE/BKG,"BERKELEY GP.HLD share price (BKG), Currency GBX"
LSE/COPL,"CANADIAN OVER share price (COPL), Currency GBX"
LSE/DODS,"DODS GROUP share price (DODS), Currency GBX"
LSE/DIG,"DUNEDIN INC. share price (DIG), Currency GBX"
LSE/BSV,"BR.SMALLER COS. share price (BSV), Currency GBX"
LSE/COM,"COMPTOIR GRP share price (COM), Currency GBX"
LSE/FORT,"FORTERRA share price (FORT), Currency GBX"
LSE/GBG,"GB GROUP share price (GBG), Currency GBX"
LSE/BYOT,"BYOTROL share price (BYOT), Currency GBX"
LSE/GUSC,"GOTECH GROUP share price (GOT), Currency GBX"
LSE/HVT,"HEAVITREE share price (HVT), Currency GBX"
LSE/IVPB,"INV.PERP.SEL BR share price (IVPB), Currency GBX"
LSE/CAD,"CADOGAN share price (CAD), Currency GBX"
LSE/DWHT,"DEWHURST share price (DWHT), Currency GBX"
LSE/CIN,"CITY LON.GRP share price (CIN), Currency GBX"
LSE/CHA,"CONCHA share price (CHA), Currency GBX"
LSE/ENGI,"ENERGISER share price (ENGI), Currency GBX"
LSE/FMPG,"F&C MAN GRWTH share price (FMPG), Currency GBX"
LSE/CPX,"CAP-XX share price (CPX), Currency GBX"
LSE/CYAN,"CYANCONNODE share price (CYAN), Currency GBX"
LSE/ELX,"EL ORO share price (ELX), Currency GBX"
LSE/CGS,"CASTINGS share price (CGS), Currency GBX"
LSE/EUA,"EURASIA MINING share price (EUA), Currency GBX"
LSE/DTC,"DATATEC share price (DTC), Currency GBX"
LSE/DRX,"DRAX share price (DRX), Currency GBX"
LSE/GYM,"GYM GRP share price (GYM), Currency GBX"
LSE/CWR,"CERES POWER share price (CWR), Currency GBX"
LSE/COR,"CORETX HLDGS share price (COR), Currency GBX"
LSE/CNR,"CONDOR GLD share price (CNR), Currency GBX"
LSE/DSG,"DILLISTONE share price (DSG), Currency GBX"
LSE/ENQ,"ENQUEST share price (ENQ), Currency GBX"
LSE/CWD,"COUNTRYWIDE share price (CWD), Currency GBX"
LSE/DCI,"DOLPHIN CAPITAL share price (DCI), Currency GBX"
LSE/ELCO,"ELECOSOFT share price (ELCO), Currency GBX"
LSE/FISH,"FISHING REP. share price (FISH), Currency GBX"
LSE/GLOO,"GLOO NETWORKS share price (GLOO), Currency GBX"
LSE/HLCL,"HELICAL PLC share price (HLCL), Currency GBX"
LSE/CRON,"CRONIN share price (CRON), Currency GBX"
LSE/GUS,"GUSBOURNE share price (GUS), Currency GBX"
LSE/JHD,"JAMES HALSTEAD share price (JHD), Currency GBX"
LSE/CBP,"CURTIS BKS share price (CBP), Currency GBX"
LSE/DFS,"DFS FURN share price (DFS), Currency GBX"
LSE/GIPO,"GRAND GRP share price (GIPO), Currency GBX"
LSE/IVI,"INVESCO INC GTH share price (IVI), Currency GBX"
LSE/DEB,"DEBENHAMS share price (DEB), Currency GBX"
LSE/EDR,"EGDON RESOURCES share price (EDR), Currency GBX"
LSE/DO1C,"DOWN. 4 DSO C share price (DO1C), Currency GBX"
LSE/FEV,"FID.EURO.VAL. share price (FEV), Currency GBX"
LSE/JD,"JD SPORTS share price (JD.), Currency GBX"
LSE/DNDL,"DUNEDIN SMALL. share price (DNDL), Currency GBX"
LSE/FJV,"FID.JAP.VAL. share price (FJV), Currency GBX"
LSE/JCH,"JPMORGAN CLAV share price (JCH), Currency GBX"
LSE/HZD,"HORIZON DISCVRY share price (HZD), Currency GBX"
LSE/JPIZ,"JPMOR.I&C PF share price (JPIZ), Currency GBX"
LSE/EGS,"EG SOLUTIONS share price (EGS), Currency GBX"
LSE/HWSL,"HADRIAN'S WALL share price (HWSL), Currency GBX"
LSE/ESUR,"ESURE share price (ESUR), Currency GBX"
LSE/HINT,"HENDERSON INT. share price (HINT), Currency GBX"
LSE/ITV,"ITV share price (ITV), Currency GBX"
LSE/FCRE,"F&C UK REAL EST share price (FCRE), Currency GBX"
LSE/FDP,"FIRST DERIV. share price (FDP), Currency GBX"
LSE/HVPE,"HARBOURVEST share price (HVPE), Currency GBX"
LSE/HSS,"HSS HIRE share price (HSS), Currency GBX"
LSE/KLN,"KELLAN GRP share price (KLN), Currency GBX"
LSE/FLOW,"FLOWGROUP share price (FLOW), Currency GBX"
LSE/GHE,"GRESHAM HSE. share price (GHE), Currency GBX"
LSE/HAS,"HAYS share price (HAS), Currency GBX"
LSE/IBST,"IBSTOCK share price (IBST), Currency GBX"
LSE/GLR,"GALILEO RESOURC share price (GLR), Currency GBX"
LSE/GLIZ,"GLI FINANCE ZDP share price (GLIZ), Currency GBX"
LSE/GPX,"GULFSANDS share price (GPX), Currency GBX"
LSE/FOXT,"FOXTONS share price (FOXT), Currency GBX"
LSE/HEAD,"HEADLAM GROUP share price (HEAD), Currency GBX"
LSE/JPB,"JPM BRL share price (JPB), Currency GBX"
LSE/OBD,"OXFORD BIODYN share price (OBD), Currency GBX"
LSE/GAL,"GALANTAS GOLD share price (GAL), Currency GBX"
LSE/GRIO,"GROUND RENTS share price (GRIO), Currency GBX"
LSE/GFRD,"GALLIFORD TRY share price (GFRD), Currency GBX"
LSE/GRI,"GRAINGER share price (GRI), Currency GBX"
LSE/GNK,"GREENE KING share price (GNK), Currency GBX"
LSE/GHT,"GRESHAM TECH share price (GHT), Currency GBX"
LSE/HWDN,"HOWDEN JOINERY share price (HWDN), Currency GBX"
LSE/JPEI,"JPMORG.M.I. share price (JPEI), Currency GBX"
LSE/HGM,"HIGHLAND GOLD share price (HGM), Currency GBX"
LSE/JKX,"JKX OIL & GAS share price (JKX), Currency GBX"
LSE/HDD,"HARDIDE share price (HDD), Currency GBX"
LSE/HPAC,"HERMES PAC. share price (HPAC), Currency GBX"
LSE/IGG,"IG GROUP share price (IGG), Currency GBX"
LSE/LMP,"LONDONMETRIC share price (LMP), Currency GBX"
LSE/MOGP,"MOUNTFIELD share price (MOGP), Currency GBX"
LSE/SHI,"SIG share price (SHI), Currency GBX"
LSE/HSW,"HOSTELWORLD share price (HSW), Currency GBX"
LSE/ICTB,"F&C UK HIGH B share price (FHIB), Currency GBX"
LSE/ICGT,"ICG ENT TRST share price (ICGT), Currency GBX"
LSE/IRF,"IRF EUR (DI) share price (IRF), Currency USD"
LSE/LCG,"LONDON CAP share price (LCG), Currency GBX"
LSE/IKK,"INCH KENNETH share price (IKK), Currency GBX"
LSE/IAG,"INTL CONSOL AIR share price (IAG), Currency GBX"
LSE/INDV,"INDIVIOR share price (INDV), Currency GBX"
LSE/NEX,"NAT.EXPRESS share price (NEX), Currency GBX"
LSE/LAS,"LON.& ASS.PROPS share price (LAS), Currency GBX"
LSE/MUBL,"MBL GROUP share price (MUBL), Currency GBX"
LSE/MONY,"MONEYSUP. share price (MONY), Currency GBX"
LSE/NCCL,"NCONDEZI ENRG share price (NCCL), Currency GBX"
LSE/LWB,"LOW & BONAR share price (LWB), Currency GBX"
LSE/MIRA,"MIRADA share price (MIRA), Currency GBX"
LSE/MOTR,"MOTORPOINT share price (MOTR), Currency GBX"
LSE/NCA2,"NEW CENT.2 share price (NCA2), Currency GBX"
LSE/RMV,"RIGHTMOVE share price (RMV), Currency GBX"
LSE/TEM,"TEMPLETON EMRG. share price (TEM), Currency GBX"
LSE/TRAF,"TRAFALGAR NEW share price (TRAF), Currency GBX"
LSE/MSMN,"MOSMAN OIL GAS share price (MSMN), Currency GBX"
LSE/PIN,"PANTHEON INT. share price (PIN), Currency GBX"
